geoid	year	geometry
42101000011	1990	POLYGON ((-75.15819999999999 39.9423, -75.1588 39.9424, -75.1592 39.9425, -75.15989999999999 39.9426, -75.1604 39.9426, -75.1615 39.9428, -75.1619 39.9429, -75.1627 39.9429, -75.1636 39.943, -75.1643 39.9431, -75.16459999999999 39.9431, -75.1657 39.9432, -75.1656 39.9437, -75.16540000000001 39.9442, -75.16540000000001 39.9444, -75.1653 39.9452, -75.1651 39.9459, -75.16500000000001 39.9462, -75.16500000000001 39.9466, -75.16419999999999 39.9465, -75.1641 39.9465, -75.16379999999999 39.9464, -75.1628 39.9463, -75.1619 39.9462, -75.16119999999999 39.9461, -75.1604 39.946, -75.1596 39.9459, -75.1587 39.9459, -75.158 39.9458, -75.1572 39.9457, -75.1564 39.9456, -75.15600000000001 39.9455, -75.1557 39.9455, -75.1549 39.9454, -75.1533 39.9452, -75.15349999999999 39.9449, -75.1536 39.9444, -75.1536 39.9441, -75.1537 39.9438, -75.1538 39.9433, -75.15389999999999 39.9428, -75.15389999999999 39.9425, -75.154 39.9422, -75.1541 39.9418, -75.15560000000001 39.9421, -75.1564 39.9422, -75.1567 39.9422, -75.1571 39.9423, -75.15770000000001 39.9423, -75.15819999999999 39.9423))
42101000012	1990	POLYGON ((-75.18000000000001 39.945, -75.18053999999999 39.94512, -75.18089999999999 39.9452, -75.18210000000001 39.9453, -75.1827 39.9453, -75.1833 39.9454, -75.18389999999999 39.9455, -75.1845 39.9456, -75.1848 39.9456, -75.1861 39.9458, -75.1865 39.946, -75.1866 39.9462, -75.18729999999999 39.9466, -75.186302 39.947286, -75.1857 39.9477, -75.1846 39.9483, -75.18340000000001 39.949, -75.1829 39.9488, -75.18259999999999 39.9488, -75.1823 39.9487, -75.1812 39.9486, -75.1802 39.9485, -75.17919999999999 39.9484, -75.1781 39.9482, -75.1772 39.9482, -75.1765 39.9481, -75.17449999999999 39.9478, -75.1729 39.9477, -75.17140000000001 39.9474, -75.1698 39.9473, -75.1688 39.9471, -75.1683 39.947, -75.16719999999999 39.9469, -75.16670000000001 39.9468, -75.1656 39.9467, -75.16500000000001 39.9466, -75.16500000000001 39.9462, -75.1651 39.9459, -75.1653 39.9452, -75.16540000000001 39.9444, -75.16540000000001 39.9442, -75.1656 39.9437, -75.1657 39.9432, -75.1674 39.9434, -75.169 39.9437, -75.17059999999999 39.9439, -75.1722 39.944, -75.1737 39.9442, -75.17529999999999 39.9444, -75.1773 39.9447, -75.1789 39.9449, -75.1797 39.945, -75.18000000000001 39.945))
42101000013	1990	POLYGON ((-75.17829999999999 39.9397, -75.1785 39.9389, -75.1802 39.939, -75.1818 39.9392, -75.18340000000001 39.9395, -75.18510000000001 39.9397, -75.1859 39.9398, -75.1862 39.9398, -75.18680000000001 39.9398, -75.1878 39.94, -75.1883 39.9397, -75.18859999999999 39.9395, -75.18878100000001 39.939437, -75.188934 39.9393, -75.189376 39.93914, -75.189804 39.939399, -75.1906 39.9399, -75.1922 39.941, -75.19280000000001 39.9411, -75.193 39.9413, -75.1939 39.9418, -75.19159999999999 39.9428, -75.1888 39.9456, -75.18729999999999 39.9466, -75.1866 39.9462, -75.1865 39.946, -75.1861 39.9458, -75.1848 39.9456, -75.1845 39.9456, -75.18389999999999 39.9455, -75.1833 39.9454, -75.1827 39.9453, -75.18210000000001 39.9453, -75.18089999999999 39.9452, -75.18053999999999 39.94512, -75.18000000000001 39.945, -75.1797 39.945, -75.1789 39.9449, -75.1773 39.9447, -75.1773 39.9442, -75.17740000000001 39.9438, -75.1776 39.9434, -75.1776 39.9429, -75.1777 39.9425, -75.1778 39.9422, -75.1778 39.9421, -75.17789999999999 39.9418, -75.17789999999999 39.9415, -75.17789999999999 39.9414, -75.1781 39.9411, -75.1782 39.9405, -75.17829999999999 39.9401, -75.17829999999999 39.9397))
42101000014	1990	POLYGON ((-75.1759 39.9416, -75.17789999999999 39.9418, -75.1778 39.9421, -75.1778 39.9422, -75.1777 39.9425, -75.1776 39.9429, -75.1776 39.9434, -75.17740000000001 39.9438, -75.1773 39.9442, -75.1773 39.9447, -75.17529999999999 39.9444, -75.1737 39.9442, -75.1722 39.944, -75.17059999999999 39.9439, -75.169 39.9437, -75.1674 39.9434, -75.1657 39.9432, -75.1658 39.9428, -75.16589999999999 39.9424, -75.16589999999999 39.942, -75.166 39.9414, -75.16630000000001 39.9404, -75.1669 39.9405, -75.16800000000001 39.9406, -75.1686 39.9407, -75.169 39.9408, -75.1692 39.9408, -75.1696 39.9408, -75.1704 39.9409, -75.1712 39.941, -75.1728 39.9412, -75.1733 39.9413, -75.1737 39.9414, -75.17440000000001 39.9414, -75.1751 39.9415, -75.1754 39.9415, -75.1759 39.9416))
42101000015	1990	POLYGON ((-75.1527 39.9408, -75.1529 39.94, -75.15300000000001 39.9397, -75.1534 39.9397, -75.154 39.9398, -75.1545 39.9399, -75.15600000000001 39.9402, -75.15649999999999 39.9403, -75.15689999999999 39.9403, -75.1572 39.9403, -75.1576 39.9404, -75.1581 39.9404, -75.1585 39.9405, -75.1588 39.9405, -75.1593 39.9406, -75.1597 39.9407, -75.16 39.9407, -75.16030000000001 39.9407, -75.16079999999999 39.9408, -75.1613 39.9408, -75.16160000000001 39.9409, -75.1619 39.9409, -75.16240000000001 39.941, -75.163 39.9411, -75.1632 39.9411, -75.1635 39.9411, -75.164 39.9412, -75.1649 39.9413, -75.16540000000001 39.9413, -75.166 39.9414, -75.16589999999999 39.942, -75.16589999999999 39.9424, -75.1658 39.9428, -75.1657 39.9432, -75.16459999999999 39.9431, -75.1643 39.9431, -75.1636 39.943, -75.1627 39.9429, -75.1619 39.9429, -75.1615 39.9428, -75.1604 39.9426, -75.15989999999999 39.9426, -75.1592 39.9425, -75.1588 39.9424, -75.15819999999999 39.9423, -75.15770000000001 39.9423, -75.1571 39.9423, -75.1567 39.9422, -75.1564 39.9422, -75.15560000000001 39.9421, -75.1541 39.9418, -75.1525 39.9417, -75.15260000000001 39.9412, -75.1527 39.9408))
42101000016	1990	POLYGON ((-75.1443 39.9398, -75.14449999999999 39.9392, -75.1446 39.9388, -75.1446 39.9385, -75.1447 39.9383, -75.1447 39.938, -75.145219 39.938091, -75.14573300000001 39.938182, -75.1464 39.9383, -75.147165 39.938421, -75.14830000000001 39.9386, -75.1499 39.9388, -75.1515 39.9391, -75.152 39.9392, -75.15179999999999 39.9395, -75.15219999999999 39.9396, -75.1525 39.9396, -75.15300000000001 39.9397, -75.1529 39.94, -75.1527 39.9408, -75.15260000000001 39.9412, -75.1525 39.9417, -75.15170000000001 39.9416, -75.151213 39.941539, -75.15089999999999 39.9415, -75.15049999999999 39.9414, -75.1498 39.9413, -75.1494 39.9413, -75.1482 39.9412, -75.1478 39.9411, -75.1469 39.941, -75.146 39.9409, -75.14579999999999 39.9408, -75.1452 39.9408, -75.1442 39.9407, -75.1443 39.9398))
42101000017	1990	POLYGON ((-75.1468 39.9357, -75.14700000000001 39.9357, -75.1477 39.9358, -75.148 39.9359, -75.14830000000001 39.936, -75.14879999999999 39.9362, -75.1495 39.9363, -75.1504 39.9366, -75.152 39.937, -75.1527 39.9372, -75.15349999999999 39.9374, -75.1534 39.9377, -75.1533 39.938, -75.1532 39.9384, -75.1532 39.9385, -75.15309999999999 39.9388, -75.15300000000001 39.9394, -75.15300000000001 39.9397, -75.1525 39.9396, -75.15219999999999 39.9396, -75.15179999999999 39.9395, -75.152 39.9392, -75.1515 39.9391, -75.1499 39.9388, -75.14830000000001 39.9386, -75.147165 39.938421, -75.1464 39.9383, -75.14573300000001 39.938182, -75.145219 39.938091, -75.1447 39.938, -75.144302 39.938018, -75.1448 39.9363, -75.1451 39.9352, -75.1454 39.9352, -75.1459 39.9353, -75.1465 39.9355, -75.1468 39.9357))
42101000018	1990	POLYGON ((-75.1534 39.9377, -75.15349999999999 39.9374, -75.15389999999999 39.9375, -75.1549 39.9378, -75.15649999999999 39.9382, -75.15689999999999 39.9383, -75.15730000000001 39.9385, -75.1575 39.9385, -75.158 39.9386, -75.1584 39.9387, -75.1589 39.9388, -75.1592 39.9387, -75.1596 39.9388, -75.16 39.9389, -75.1604 39.9389, -75.16119999999999 39.939, -75.1628 39.9392, -75.1643 39.9394, -75.1665 39.9396, -75.1664 39.94, -75.16630000000001 39.9404, -75.166 39.9414, -75.16540000000001 39.9413, -75.1649 39.9413, -75.164 39.9412, -75.1635 39.9411, -75.1632 39.9411, -75.163 39.9411, -75.16240000000001 39.941, -75.1619 39.9409, -75.16160000000001 39.9409, -75.1613 39.9408, -75.16079999999999 39.9408, -75.16030000000001 39.9407, -75.16 39.9407, -75.1597 39.9407, -75.1593 39.9406, -75.1588 39.9405, -75.1585 39.9405, -75.1581 39.9404, -75.1576 39.9404, -75.1572 39.9403, -75.15689999999999 39.9403, -75.15649999999999 39.9403, -75.15600000000001 39.9402, -75.1545 39.9399, -75.154 39.9398, -75.1534 39.9397, -75.15300000000001 39.9397, -75.15300000000001 39.9394, -75.15309999999999 39.9388, -75.1532 39.9385, -75.1532 39.9384, -75.1533 39.938, -75.1534 39.9377))
42101000019	1990	POLYGON ((-75.175 39.9385, -75.17659999999999 39.9387, -75.1785 39.9389, -75.17829999999999 39.9397, -75.17829999999999 39.9401, -75.1782 39.9405, -75.1781 39.9411, -75.17789999999999 39.9414, -75.17789999999999 39.9415, -75.17789999999999 39.9418, -75.1759 39.9416, -75.1754 39.9415, -75.1751 39.9415, -75.17440000000001 39.9414, -75.1737 39.9414, -75.1733 39.9413, -75.1728 39.9412, -75.1712 39.941, -75.1704 39.9409, -75.1696 39.9408, -75.1692 39.9408, -75.169 39.9408, -75.1686 39.9407, -75.16800000000001 39.9406, -75.1669 39.9405, -75.16630000000001 39.9404, -75.1664 39.94, -75.1665 39.9396, -75.16670000000001 39.9387, -75.167 39.9375, -75.1686 39.9377, -75.16901799999999 39.937752, -75.17019999999999 39.9379, -75.17059999999999 39.9379, -75.1709 39.938, -75.1712 39.938, -75.1718 39.9381, -75.1724 39.9382, -75.1729 39.9382, -75.1734 39.9383, -75.1739 39.9383, -75.1743 39.9384, -75.175 39.9385))
42101000020	1990	POLYGON ((-75.1808 39.9359, -75.18089999999999 39.9354, -75.1825 39.9356, -75.18300000000001 39.9357, -75.1836 39.9357, -75.1841 39.9358, -75.18470000000001 39.9359, -75.18519999999999 39.936, -75.1859 39.9361, -75.1876 39.9363, -75.1891 39.9365, -75.18899999999999 39.9369, -75.1891 39.937, -75.18899999999999 39.9373, -75.18889299999999 39.937729, -75.1888 39.9381, -75.1888 39.9385, -75.1887 39.9388, -75.18859999999999 39.9391, -75.18859999999999 39.9393, -75.18859999999999 39.9395, -75.1883 39.9397, -75.1878 39.94, -75.18680000000001 39.9398, -75.1862 39.9398, -75.1859 39.9398, -75.18510000000001 39.9397, -75.18340000000001 39.9395, -75.1818 39.9392, -75.1802 39.939, -75.1802 39.9386, -75.1803 39.9381, -75.18040000000001 39.9378, -75.18040000000001 39.9374, -75.18049999999999 39.937, -75.1806 39.9366, -75.1807 39.9363, -75.1808 39.9359))
42101000021	1990	POLYGON ((-75.1742 39.9351, -75.1743 39.9346, -75.1748 39.9347, -75.17529999999999 39.9347, -75.1758 39.9348, -75.1764 39.9348, -75.17700000000001 39.9349, -75.17740000000001 39.935, -75.1778 39.9351, -75.17829999999999 39.9351, -75.17870000000001 39.9352, -75.1788 39.9352, -75.18089999999999 39.9354, -75.1808 39.9359, -75.1807 39.9363, -75.1806 39.9366, -75.18049999999999 39.937, -75.18040000000001 39.9374, -75.18040000000001 39.9378, -75.1803 39.9381, -75.1802 39.9386, -75.1802 39.939, -75.1785 39.9389, -75.17659999999999 39.9387, -75.175 39.9385, -75.1743 39.9384, -75.1739 39.9383, -75.1734 39.9383, -75.17359999999999 39.9377, -75.17359999999999 39.9373, -75.1737 39.9369, -75.1738 39.9364, -75.1739 39.9359, -75.1741 39.9355, -75.1742 39.9351))
42101000022	1990	POLYGON ((-75.16719999999999 39.9364, -75.1674 39.9353, -75.16762300000001 39.934185, -75.1677 39.9338, -75.1687 39.9339, -75.1695 39.934, -75.17019999999999 39.9341, -75.17059999999999 39.9341, -75.1711 39.9342, -75.1717 39.9342, -75.1721 39.9343, -75.1726 39.9344, -75.17319999999999 39.9345, -75.1737 39.9345, -75.1743 39.9346, -75.1742 39.9351, -75.1741 39.9355, -75.1739 39.9359, -75.1738 39.9364, -75.1737 39.9369, -75.17359999999999 39.9373, -75.17359999999999 39.9377, -75.1734 39.9383, -75.1729 39.9382, -75.1724 39.9382, -75.1718 39.9381, -75.1712 39.938, -75.1709 39.938, -75.17059999999999 39.9379, -75.17019999999999 39.9379, -75.16901799999999 39.937752, -75.1686 39.9377, -75.167 39.9375, -75.167 39.9369, -75.16719999999999 39.9364))
42101000023	1990	POLYGON ((-75.16679999999999 39.9336, -75.1677 39.9338, -75.16762300000001 39.934185, -75.1674 39.9353, -75.16719999999999 39.9364, -75.1664 39.9362, -75.1651 39.936, -75.1636 39.9358, -75.1619 39.9355, -75.1613 39.9354, -75.161 39.9353, -75.1604 39.9352, -75.1601 39.9352, -75.1589 39.9348, -75.1584 39.9347, -75.15770000000001 39.9345, -75.1583 39.9338, -75.1589 39.9334, -75.1592 39.9332, -75.1598 39.9327, -75.1609 39.9329, -75.1614 39.9329, -75.1619 39.933, -75.16240000000001 39.933, -75.1641 39.9333, -75.1652 39.9334, -75.1657 39.9334, -75.1662 39.9335, -75.1665 39.9336, -75.16679999999999 39.9336))
42101000024	1990	POLYGON ((-75.1544 39.9332, -75.1544 39.9328, -75.1545 39.9326, -75.1546 39.9321, -75.1551 39.9321, -75.1557 39.9322, -75.1563 39.9322, -75.15779999999999 39.9325, -75.1593 39.9326, -75.1598 39.9327, -75.1592 39.9332, -75.1589 39.9334, -75.1583 39.9338, -75.15770000000001 39.9345, -75.1584 39.9347, -75.1589 39.9348, -75.1601 39.9352, -75.1604 39.9352, -75.161 39.9353, -75.1613 39.9354, -75.1619 39.9355, -75.1636 39.9358, -75.1651 39.936, -75.1664 39.9362, -75.16719999999999 39.9364, -75.167 39.9369, -75.167 39.9375, -75.16670000000001 39.9387, -75.1665 39.9396, -75.1643 39.9394, -75.1628 39.9392, -75.16119999999999 39.939, -75.1604 39.9389, -75.16 39.9389, -75.1596 39.9388, -75.1592 39.9387, -75.1589 39.9388, -75.1584 39.9387, -75.158 39.9386, -75.1575 39.9385, -75.15730000000001 39.9385, -75.15689999999999 39.9383, -75.15649999999999 39.9382, -75.1549 39.9378, -75.15389999999999 39.9375, -75.15349999999999 39.9374, -75.1537 39.9366, -75.1538 39.936, -75.1538 39.9355, -75.154 39.9351, -75.1541 39.9347, -75.1544 39.9332))
42101000025	1990	POLYGON ((-75.146 39.9322, -75.1461 39.9318, -75.14619999999999 39.9314, -75.1463 39.931, -75.1468 39.931, -75.1474 39.9311, -75.14790000000001 39.9311, -75.1485 39.9312, -75.1489 39.9313, -75.1494 39.9314, -75.1498 39.9314, -75.1515 39.9316, -75.152 39.9317, -75.1525 39.9318, -75.15309999999999 39.9318, -75.1537 39.9319, -75.1541 39.932, -75.1546 39.9321, -75.1545 39.9326, -75.1544 39.9328, -75.1544 39.9332, -75.1541 39.9347, -75.154 39.9351, -75.1538 39.9355, -75.1538 39.936, -75.1537 39.9366, -75.15349999999999 39.9374, -75.1527 39.9372, -75.152 39.937, -75.1504 39.9366, -75.1495 39.9363, -75.14879999999999 39.9362, -75.14830000000001 39.936, -75.148 39.9359, -75.1477 39.9358, -75.14700000000001 39.9357, -75.1468 39.9357, -75.1465 39.9355, -75.1459 39.9353, -75.1454 39.9352, -75.1451 39.9352, -75.1456 39.9331, -75.14579999999999 39.9332, -75.1456 39.9329, -75.146 39.9325, -75.146 39.9322))
42101000026	1990	POLYGON ((-75.1431 39.923, -75.1444 39.9232, -75.14570000000001 39.9234, -75.14709999999999 39.9235, -75.1477 39.9235, -75.148 39.9236, -75.14790000000001 39.924, -75.1478 39.9244, -75.1476 39.9248, -75.1476 39.9252, -75.14749999999999 39.9257, -75.1474 39.9261, -75.1474 39.9263, -75.1473 39.9266, -75.14709999999999 39.9272, -75.14709999999999 39.9275, -75.1469 39.9285, -75.14660000000001 39.9297, -75.1463 39.9297, -75.14570000000001 39.9296, -75.1444 39.9294, -75.1412 39.9291, -75.14107300000001 39.929099, -75.138069 39.929073, -75.13572600000001 39.929156, -75.1354 39.9272, -75.13379999999999 39.9232, -75.1336 39.9224, -75.1331 39.9216, -75.1384 39.9223, -75.1429 39.923, -75.1431 39.923))
