geoid	year	geometry
42101000184	1990	POLYGON ((-75.07129999999999 40.0023, -75.0732 40.0013, -75.0735 40.0018, -75.0737 40.0019, -75.07380000000001 40.0021, -75.0741 40.0025, -75.0744 40.0029, -75.0746 40.0032, -75.0754 40.0041, -75.0757 40.0048, -75.0757 40.005, -75.0759 40.0054, -75.07389999999999 40.0071, -75.0731 40.0077, -75.0728 40.0079, -75.0719 40.008, -75.07040000000001 40.0082, -75.0697 40.0083, -75.069 40.0085, -75.0686 40.0075, -75.0684 40.0071, -75.06780000000001 40.0051, -75.0654 40.0058, -75.0626 40.0059, -75.06189999999999 40.0064, -75.0586 40.0051, -75.0527 40.0028, -75.0594 39.9924, -75.0639 39.9941, -75.0655 39.9949, -75.06610000000001 39.9953, -75.0681 39.9977, -75.0693 39.9994, -75.06959999999999 39.9998, -75.0698 40.0003, -75.0699 40.0006, -75.0702 40.0009, -75.0707 40.0015, -75.07089999999999 40.0019, -75.07129999999999 40.0023))
42101000185	1990	POLYGON ((-75.0873 39.9901, -75.0877 39.9898, -75.08969999999999 39.9888, -75.0903 39.9895, -75.0909 39.9901, -75.09139999999999 39.9907, -75.09269999999999 39.9922, -75.0934 39.993, -75.09480000000001 39.9945, -75.0933 39.9953, -75.09220000000001 39.9958, -75.08969999999999 39.9972, -75.0874 39.9983, -75.08669999999999 39.9986, -75.08580000000001 39.9979, -75.0843 39.9968, -75.0842 39.9966, -75.08320000000001 39.9954, -75.083 39.9951, -75.0825 39.9945, -75.0813 39.9932, -75.0817 39.9931, -75.0819 39.9929, -75.08320000000001 39.9922, -75.0853 39.9911, -75.0873 39.9901))
42101000186	1990	POLYGON ((-75.09910000000001 39.984, -75.1015 39.9828, -75.1018 39.9832, -75.102 39.9834, -75.1022 39.9837, -75.10250000000001 39.984, -75.10299999999999 39.9846, -75.10339999999999 39.9849, -75.10380000000001 39.9854, -75.10420000000001 39.9857, -75.1045 39.9861, -75.1048 39.9865, -75.10509999999999 39.9869, -75.1039 39.9875, -75.1027 39.9881, -75.10039999999999 39.9893, -75.0992 39.9899, -75.0986 39.9902, -75.0981 39.9906, -75.0971 39.9911, -75.0959 39.9917, -75.0967 39.9927, -75.0972 39.9932, -75.09480000000001 39.9945, -75.0934 39.993, -75.09269999999999 39.9922, -75.09139999999999 39.9907, -75.0909 39.9901, -75.0903 39.9895, -75.08969999999999 39.9888, -75.09059999999999 39.9884, -75.09099999999999 39.9882, -75.0912 39.9881, -75.0916 39.9879, -75.09220000000001 39.9876, -75.093 39.9872, -75.0946 39.9865, -75.0956 39.9859, -75.0958 39.9858, -75.09690000000001 39.9853, -75.0979 39.9847, -75.09910000000001 39.984))
42101000187	1990	POLYGON ((-75.1039 39.9875, -75.10509999999999 39.9869, -75.1056 39.9874, -75.10599999999999 39.9878, -75.1065 39.9883, -75.1069 39.9887, -75.1071 39.989, -75.1074 39.9894, -75.1078 39.9898, -75.10809999999999 39.9902, -75.1084 39.9905, -75.10890000000001 39.9911, -75.10899999999999 39.9912, -75.10939999999999 39.9917, -75.1096 39.9919, -75.10980000000001 39.9921, -75.1082 39.9929, -75.1073 39.9933, -75.10509999999999 39.9946, -75.1028 39.9958, -75.1022 39.9961, -75.1018 39.9963, -75.1011 39.9967, -75.1005 39.997, -75.09999999999999 39.9973, -75.0996 39.9975, -75.0992 39.9977, -75.0988 39.998, -75.0981 39.9983, -75.09739999999999 39.9975, -75.0972 39.9972, -75.0958 39.9956, -75.09480000000001 39.9945, -75.0972 39.9932, -75.0967 39.9927, -75.0959 39.9917, -75.0971 39.9911, -75.0981 39.9906, -75.0986 39.9902, -75.0992 39.9899, -75.10039999999999 39.9893, -75.1027 39.9881, -75.1039 39.9875))
42101000188	1990	POLYGON ((-75.1028 39.9958, -75.10509999999999 39.9946, -75.1073 39.9933, -75.1082 39.9929, -75.10980000000001 39.9921, -75.1104 39.9928, -75.11150000000001 39.994, -75.11239999999999 39.9949, -75.1135 39.9962, -75.1134 39.9963, -75.11279999999999 39.9966, -75.1122 39.9969, -75.1117 39.9972, -75.1112 39.9976, -75.11060000000001 39.9979, -75.11 39.9982, -75.1095 39.9985, -75.10899999999999 39.9988, -75.1083 39.9992, -75.10769999999999 39.9995, -75.1065 40, -75.1056 40.0006, -75.10420000000001 40.0014, -75.1026 40.0011, -75.1011 40.0009, -75.1002 40.0008, -75.0997 40.0002, -75.09910000000001 39.9995, -75.0985 39.9988, -75.0981 39.9983, -75.0988 39.998, -75.0992 39.9977, -75.0996 39.9975, -75.09999999999999 39.9973, -75.1005 39.997, -75.1011 39.9967, -75.1018 39.9963, -75.1022 39.9961, -75.1028 39.9958))
42101000189	1990	POLYGON ((-75.09220000000001 39.9958, -75.0933 39.9953, -75.09480000000001 39.9945, -75.0958 39.9956, -75.0972 39.9972, -75.09739999999999 39.9975, -75.0981 39.9983, -75.0985 39.9988, -75.09910000000001 39.9995, -75.0997 40.0002, -75.1002 40.0008, -75.1011 40.0009, -75.1026 40.0011, -75.10420000000001 40.0014, -75.1032 40.0019, -75.1018 40.0027, -75.1007 40.0033, -75.09950000000001 40.004, -75.0981 40.0048, -75.09699999999999 40.0054, -75.09650000000001 40.0057, -75.095 40.0065, -75.0942 40.0069, -75.0937 40.0072, -75.0926 40.0078, -75.09229999999999 40.007, -75.093 40.0058, -75.0926 40.0053, -75.0902 40.004, -75.0895 40.0036, -75.08922 40.00346, -75.0883 40.003, -75.0877 40.0019, -75.0877 39.9994, -75.08669999999999 39.9986, -75.0874 39.9983, -75.08969999999999 39.9972, -75.09220000000001 39.9958))
42101000190	1990	POLYGON ((-75.10420000000001 40.0014, -75.10420000000001 40.002, -75.1039 40.0029, -75.10380000000001 40.0034, -75.1037 40.0038, -75.1037 40.0043, -75.10339999999999 40.0054, -75.1033 40.006, -75.10299999999999 40.0075, -75.1027 40.0089, -75.1024 40.0107, -75.10209999999999 40.0121, -75.10169999999999 40.0136, -75.101 40.0135, -75.1003 40.0135, -75.0996 40.0134, -75.0984 40.0132, -75.0976 40.0131, -75.0975 40.0136, -75.0972 40.0157, -75.0959 40.0154, -75.0946 40.0146, -75.0936 40.013, -75.094629 40.0112, -75.09492 40.01069, -75.09520000000001 40.0102, -75.0947 40.009, -75.0926 40.0078, -75.0937 40.0072, -75.0942 40.0069, -75.095 40.0065, -75.09650000000001 40.0057, -75.09699999999999 40.0054, -75.0981 40.0048, -75.09950000000001 40.004, -75.1007 40.0033, -75.1018 40.0027, -75.1032 40.0019, -75.10420000000001 40.0014))
42101000191	1990	POLYGON ((-75.10420000000001 40.002, -75.10420000000001 40.0014, -75.1062 40.0015, -75.1101 40.002, -75.1099 40.0028, -75.1142 40.0033, -75.1139 40.0046, -75.11369999999999 40.0058, -75.113 40.0088, -75.112712 40.01024, -75.1127 40.0103, -75.1123 40.0119, -75.1121 40.0134, -75.1117 40.0149, -75.1116 40.0158, -75.1092 40.0162, -75.1079 40.0163, -75.1073 40.0164, -75.1016 40.0158, -75.09910000000001 40.0161, -75.0972 40.0157, -75.0975 40.0136, -75.0976 40.0131, -75.0984 40.0132, -75.0996 40.0134, -75.1003 40.0135, -75.101 40.0135, -75.10169999999999 40.0136, -75.10209999999999 40.0121, -75.1024 40.0107, -75.1027 40.0089, -75.10299999999999 40.0075, -75.1033 40.006, -75.10339999999999 40.0054, -75.1037 40.0043, -75.1037 40.0038, -75.10380000000001 40.0034, -75.1039 40.0029, -75.10420000000001 40.002))
42101000192	1990	POLYGON ((-75.12009999999999 39.9987, -75.1206 39.9988, -75.1211 39.9989, -75.1215 39.9989, -75.1221 39.999, -75.123 39.9991, -75.124 39.9993, -75.125 39.9994, -75.1249 40, -75.12479999999999 40.0004, -75.1247 40.0009, -75.1245 40.0025, -75.12390000000001 40.0024, -75.1234 40.0024, -75.1232 40.0024, -75.1224 40.0021, -75.1217 40.0021, -75.1211 40.002, -75.1204 40.0019, -75.1195 40.0018, -75.119 40.0017, -75.1185 40.0017, -75.11799999999999 40.0016, -75.11750000000001 40.0015, -75.11709999999999 40.0015, -75.11660000000001 40.0014, -75.1165 40.0018, -75.1164 40.0023, -75.11620000000001 40.0028, -75.1144 40.0026, -75.1142 40.0033, -75.1099 40.0028, -75.1101 40.002, -75.1062 40.0015, -75.10420000000001 40.0014, -75.1056 40.0006, -75.1065 40, -75.10769999999999 39.9995, -75.1083 39.9992, -75.10899999999999 39.9988, -75.1095 39.9985, -75.11 39.9982, -75.11060000000001 39.9979, -75.1112 39.9976, -75.1117 39.9977, -75.11199999999999 39.9977, -75.1122 39.9977, -75.1126 39.9978, -75.1131 39.9978, -75.11360000000001 39.9979, -75.1153 39.9981, -75.1172 39.9983, -75.1178 39.9984, -75.1183 39.9985, -75.1191 39.9986, -75.11969999999999 39.9987, -75.12009999999999 39.9987))
42101000193	1990	POLYGON ((-75.12430000000001 40.0036, -75.1241 40.0044, -75.124 40.0047, -75.12390000000001 40.0058, -75.1236 40.0071, -75.1217 40.0099, -75.11960000000001 40.0128, -75.11750000000001 40.0157, -75.11579999999999 40.0155, -75.1143 40.0153, -75.1116 40.0158, -75.1117 40.0149, -75.1121 40.0134, -75.1123 40.0119, -75.1127 40.0103, -75.112712 40.01024, -75.113 40.0088, -75.11369999999999 40.0058, -75.1139 40.0046, -75.1142 40.0033, -75.1144 40.0026, -75.11620000000001 40.0028, -75.1164 40.0023, -75.1165 40.0018, -75.11660000000001 40.0014, -75.11709999999999 40.0015, -75.11750000000001 40.0015, -75.11799999999999 40.0016, -75.1185 40.0017, -75.119 40.0017, -75.1195 40.0018, -75.1204 40.0019, -75.1211 40.002, -75.1217 40.0021, -75.1224 40.0021, -75.1232 40.0024, -75.1234 40.0024, -75.12390000000001 40.0024, -75.1245 40.0025, -75.12430000000001 40.0036))
42101000194	1990	POLYGON ((-75.12390000000001 40.0058, -75.124 40.0047, -75.1279 40.005, -75.12869999999999 40.0051, -75.13 40.005, -75.13200000000001 40.005, -75.1317 40.0065, -75.1315 40.0075, -75.1313 40.0081, -75.131 40.0091, -75.1306 40.0111, -75.13039999999999 40.0119, -75.12990000000001 40.0142, -75.1298 40.0148, -75.1297 40.0158, -75.129 40.0187, -75.1285 40.0187, -75.12730000000001 40.0184, -75.1262 40.0183, -75.12520000000001 40.0182, -75.12479999999999 40.0197, -75.12439999999999 40.0196, -75.12309999999999 40.0195, -75.1223 40.0194, -75.1211 40.0192, -75.11969999999999 40.019, -75.119 40.0189, -75.1182 40.0188, -75.1174 40.0187, -75.11750000000001 40.0172, -75.1165 40.0171, -75.11750000000001 40.0157, -75.11960000000001 40.0128, -75.1217 40.0099, -75.1236 40.0071, -75.12390000000001 40.0058))
42101000195	1990	POLYGON ((-75.125 39.9994, -75.1254 39.9978, -75.126 39.9979, -75.12649999999999 39.9979, -75.12730000000001 39.998, -75.12860000000001 39.9982, -75.1293 39.9983, -75.1298 39.9983, -75.13030000000001 39.9984, -75.1313 39.9985, -75.1322 39.9986, -75.1328 39.9987, -75.13330000000001 39.9987, -75.1339 39.9988, -75.1345 39.9989, -75.1357 39.999, -75.136 39.9991, -75.1386 39.9994, -75.1383 40.0008, -75.1382 40.0011, -75.13809999999999 40.0016, -75.1379 40.0026, -75.1377 40.0036, -75.1356 40.0044, -75.1349 40.0046, -75.1328 40.0049, -75.13200000000001 40.005, -75.13 40.005, -75.12869999999999 40.0051, -75.1279 40.005, -75.124 40.0047, -75.1241 40.0044, -75.12430000000001 40.0036, -75.1245 40.0025, -75.1247 40.0009, -75.12479999999999 40.0004, -75.1249 40, -75.125 39.9994))
42101000196	1990	POLYGON ((-75.1377 40.0036, -75.13760000000001 40.0041, -75.1375 40.0045, -75.13720000000001 40.0056, -75.1369 40.0072, -75.1367 40.0078, -75.1367 40.0083, -75.1366 40.0088, -75.13630000000001 40.0099, -75.13630000000001 40.0103, -75.136 40.0118, -75.1356 40.0132, -75.1352 40.0148, -75.13500000000001 40.0158, -75.1349 40.0164, -75.1348 40.017, -75.1347 40.0175, -75.13460000000001 40.018, -75.1345 40.0183, -75.1344 40.0187, -75.1343 40.019, -75.1343 40.0194, -75.13339999999999 40.0193, -75.1324 40.0192, -75.13200000000001 40.0191, -75.1315 40.0191, -75.1309 40.019, -75.13030000000001 40.0189, -75.1297 40.0188, -75.129 40.0187, -75.1297 40.0158, -75.1298 40.0148, -75.12990000000001 40.0142, -75.13039999999999 40.0119, -75.1306 40.0111, -75.131 40.0091, -75.1313 40.0081, -75.1315 40.0075, -75.1317 40.0065, -75.13200000000001 40.005, -75.1328 40.0049, -75.1349 40.0046, -75.1356 40.0044, -75.1377 40.0036))
42101000197	1990	POLYGON ((-75.1356 40.0132, -75.136 40.0118, -75.1366 40.0119, -75.1373 40.012, -75.13800000000001 40.0121, -75.1388 40.0122, -75.1396 40.0123, -75.14019999999999 40.0123, -75.1409 40.0124, -75.1413 40.0125, -75.14190000000001 40.0127, -75.1433 40.0133, -75.1464 40.0145, -75.1468 40.0147, -75.1473 40.0149, -75.1473 40.0151, -75.1473 40.0156, -75.1473 40.0164, -75.1473 40.018, -75.1473 40.0188, -75.1473 40.0192, -75.1474 40.0194, -75.147373 40.019725, -75.1473 40.0206, -75.1472 40.021, -75.1465 40.021, -75.14570000000001 40.0209, -75.14490000000001 40.0208, -75.1442 40.0207, -75.1433 40.0206, -75.14239999999999 40.0204, -75.1421 40.0204, -75.1416 40.0203, -75.1409 40.0202, -75.14019999999999 40.0201, -75.1392 40.02, -75.1386 40.0199, -75.13800000000001 40.0199, -75.1373 40.0198, -75.1369 40.0197, -75.13679999999999 40.0203, -75.13679999999999 40.0205, -75.136 40.0204, -75.1354 40.0203, -75.13549999999999 40.0196, -75.1349 40.0195, -75.1343 40.0194, -75.1343 40.019, -75.1344 40.0187, -75.1345 40.0183, -75.13460000000001 40.018, -75.1347 40.0175, -75.1348 40.017, -75.1349 40.0164, -75.13500000000001 40.0158, -75.1352 40.0148, -75.1356 40.0132))
42101000198	1990	POLYGON ((-75.1396 40.0075, -75.14060000000001 40.0077, -75.1412 40.0077, -75.1418 40.0078, -75.14230000000001 40.0079, -75.1429 40.008, -75.1434 40.0081, -75.1438 40.0081, -75.1444 40.0082, -75.1456 40.0083, -75.146 40.0083, -75.1468 40.0085, -75.1477 40.0086, -75.14749999999999 40.0094, -75.1474 40.0101, -75.1474 40.0117, -75.1474 40.0121, -75.1474 40.0133, -75.1474 40.0139, -75.1474 40.0147, -75.1473 40.0149, -75.1468 40.0147, -75.1464 40.0145, -75.1433 40.0133, -75.14190000000001 40.0127, -75.1413 40.0125, -75.1409 40.0124, -75.14019999999999 40.0123, -75.1396 40.0123, -75.1388 40.0122, -75.13800000000001 40.0121, -75.1373 40.012, -75.1366 40.0119, -75.136 40.0118, -75.13630000000001 40.0103, -75.13630000000001 40.0099, -75.1366 40.0088, -75.1367 40.0083, -75.1367 40.0078, -75.1369 40.0072, -75.1379 40.0073, -75.13890000000001 40.0074, -75.1396 40.0075))
42101000199	1990	POLYGON ((-75.1478 39.9996, -75.1478 39.9998, -75.148 40.0004, -75.1482 40.0008, -75.1485 40.0016, -75.1485 40.0018, -75.14870000000001 40.0024, -75.1486 40.004, -75.1485 40.0048, -75.1484 40.0054, -75.1482 40.006, -75.148 40.007, -75.1477 40.0086, -75.1468 40.0085, -75.146 40.0083, -75.1456 40.0083, -75.1444 40.0082, -75.1438 40.0081, -75.1434 40.0081, -75.1429 40.008, -75.14230000000001 40.0079, -75.1418 40.0078, -75.1412 40.0077, -75.14060000000001 40.0077, -75.1396 40.0075, -75.13890000000001 40.0074, -75.1379 40.0073, -75.1369 40.0072, -75.13720000000001 40.0056, -75.1375 40.0045, -75.13760000000001 40.0041, -75.1377 40.0036, -75.1384 40.0033, -75.13890000000001 40.003, -75.1395 40.0029, -75.1399 40.0027, -75.1421 40.0018, -75.1425 40.0017, -75.1437 40.0012, -75.1473 39.9998, -75.1478 39.9996))
42101000200	1990	POLYGON ((-75.1538 39.9976, -75.1538 39.9978, -75.1537 39.9982, -75.1537 39.9984, -75.1536 39.9987, -75.15349999999999 39.999, -75.15349999999999 39.9993, -75.1533 39.9997, -75.15300000000001 40.0014, -75.15260000000001 40.0029, -75.1523 40.0044, -75.152 40.0059, -75.1516 40.0075, -75.1516 40.008, -75.1514 40.0085, -75.15130000000001 40.0091, -75.15130000000001 40.0094, -75.1511 40.009, -75.1507 40.0079, -75.15049999999999 40.0073, -75.1499 40.0056, -75.14960000000001 40.005, -75.1494 40.004, -75.1493 40.0038, -75.14870000000001 40.0024, -75.1485 40.0018, -75.1485 40.0016, -75.1482 40.0008, -75.148 40.0004, -75.1478 39.9998, -75.1478 39.9996, -75.15000000000001 39.9988, -75.15389999999999 39.9973, -75.1538 39.9976))
42101000201	1990	POLYGON ((-75.15349999999999 39.999, -75.1536 39.9987, -75.1537 39.9984, -75.1537 39.9982, -75.1553 39.9984, -75.155441 39.998527, -75.15560000000001 39.9985, -75.156066 39.9985, -75.1562 39.9985, -75.15689999999999 39.9986, -75.1584 39.9988, -75.1583 39.9996, -75.15819999999999 39.9999, -75.1581 40.0004, -75.1579 40.0011, -75.1579 40.0015, -75.15779999999999 40.002, -75.1575 40.0035, -75.1583 40.0036, -75.1591 40.0038, -75.1588 40.0052, -75.1585 40.0067, -75.1583 40.0074, -75.1581 40.0083, -75.1579 40.009, -75.15779999999999 40.0098, -75.1575 40.0114, -75.1572 40.0126, -75.1571 40.0129, -75.15689999999999 40.0145, -75.1553 40.0151, -75.154 40.0158, -75.1532 40.0141, -75.15260000000001 40.0129, -75.1523 40.0123, -75.1521 40.0118, -75.15170000000001 40.0107, -75.15130000000001 40.0094, -75.15130000000001 40.0091, -75.1514 40.0085, -75.1516 40.008, -75.1516 40.0075, -75.152 40.0059, -75.1523 40.0044, -75.15260000000001 40.0029, -75.15300000000001 40.0014, -75.1533 39.9997, -75.15349999999999 39.9993, -75.15349999999999 39.999))
42101000202	1990	POLYGON ((-75.16079999999999 40.003, -75.1609 40.0024, -75.16249999999999 40.0026, -75.1632 40.0027, -75.1639 40.0027, -75.1645 40.0028, -75.1661 40.003, -75.166 40.0037, -75.1657 40.0046, -75.1671 40.0061, -75.1694 40.0086, -75.1692 40.0086, -75.1681 40.0092, -75.1675 40.0095, -75.1671 40.0097, -75.16630000000001 40.01, -75.1649 40.0107, -75.1644 40.0109, -75.1632 40.0115, -75.16200000000001 40.012, -75.1611 40.0125, -75.1605 40.0127, -75.15949999999999 40.0132, -75.15900000000001 40.0134, -75.1588 40.0135, -75.15860000000001 40.0136, -75.1581 40.0138, -75.15689999999999 40.0145, -75.1571 40.0129, -75.1572 40.0126, -75.1575 40.0114, -75.15779999999999 40.0098, -75.1579 40.009, -75.1581 40.0083, -75.1583 40.0074, -75.1585 40.0067, -75.1588 40.0052, -75.1591 40.0038, -75.15989999999999 40.0038, -75.1602 40.0039, -75.1606 40.0039, -75.16070000000001 40.0035, -75.16079999999999 40.003))
42101000203	1990	POLYGON ((-75.14870000000001 40.0024, -75.1493 40.0038, -75.1494 40.004, -75.14960000000001 40.005, -75.1499 40.0056, -75.15049999999999 40.0073, -75.1507 40.0079, -75.1511 40.009, -75.15130000000001 40.0094, -75.15170000000001 40.0107, -75.1521 40.0118, -75.1523 40.0123, -75.15260000000001 40.0129, -75.1532 40.0141, -75.154 40.0158, -75.1536 40.0159, -75.15179999999999 40.0168, -75.15130000000001 40.017, -75.1504 40.0174, -75.1495 40.0178, -75.1486 40.0182, -75.1473 40.0188, -75.1473 40.018, -75.1473 40.0164, -75.1473 40.0156, -75.1473 40.0151, -75.1473 40.0149, -75.1474 40.0147, -75.1474 40.0139, -75.1474 40.0133, -75.1474 40.0121, -75.1474 40.0117, -75.1474 40.0101, -75.14749999999999 40.0094, -75.1477 40.0086, -75.148 40.007, -75.1482 40.006, -75.1484 40.0054, -75.1485 40.0048, -75.1486 40.004, -75.14870000000001 40.0024))
42101000204	1990	POLYGON ((-75.154 40.0158, -75.15430000000001 40.0161, -75.1546 40.0168, -75.15479999999999 40.017, -75.155 40.0174, -75.15519999999999 40.0178, -75.1553 40.0179, -75.15560000000001 40.0184, -75.1558 40.0189, -75.1566 40.0197, -75.1571 40.0202, -75.1572 40.0203, -75.1576 40.0208, -75.15779999999999 40.021, -75.158 40.0214, -75.1584 40.0217, -75.1592 40.0225, -75.1581 40.0225, -75.1574 40.0225, -75.1567 40.0224, -75.1561 40.0222, -75.15560000000001 40.0222, -75.155 40.0222, -75.1545 40.022, -75.1541 40.022, -75.15349999999999 40.022, -75.15309999999999 40.0219, -75.1528 40.0218, -75.1524 40.0218, -75.15179999999999 40.0218, -75.1512 40.0217, -75.1508 40.0216, -75.1502 40.0215, -75.1494 40.0214, -75.14870000000001 40.0213, -75.1472 40.021, -75.1473 40.0206, -75.147373 40.019725, -75.1474 40.0194, -75.1473 40.0192, -75.1473 40.0188, -75.1486 40.0182, -75.1495 40.0178, -75.1504 40.0174, -75.15130000000001 40.017, -75.15179999999999 40.0168, -75.1536 40.0159, -75.154 40.0158))
42101000205	1990	POLYGON ((-75.1694 40.0086, -75.1703 40.0096, -75.171796 40.011345, -75.1721 40.0117, -75.17310000000001 40.0127, -75.1735 40.0131, -75.17359999999999 40.0134, -75.17570000000001 40.0156, -75.1759 40.0158, -75.17529999999999 40.0162, -75.1726 40.0174, -75.1722 40.0175, -75.16970000000001 40.0179, -75.1678 40.0182, -75.1669 40.0184, -75.1653 40.0188, -75.1635 40.0193, -75.163 40.0198, -75.16289999999999 40.0202, -75.1626 40.0217, -75.1621 40.0221, -75.1606 40.0232, -75.1596 40.0237, -75.15940000000001 40.0233, -75.15940000000001 40.0229, -75.1593 40.0227, -75.1592 40.0225, -75.1584 40.0217, -75.158 40.0214, -75.15779999999999 40.021, -75.1576 40.0208, -75.1572 40.0203, -75.1571 40.0202, -75.1566 40.0197, -75.1558 40.0189, -75.15560000000001 40.0184, -75.1553 40.0179, -75.15519999999999 40.0178, -75.155 40.0174, -75.15479999999999 40.017, -75.1546 40.0168, -75.15430000000001 40.0161, -75.154 40.0158, -75.1553 40.0151, -75.15689999999999 40.0145, -75.1581 40.0138, -75.15860000000001 40.0136, -75.1588 40.0135, -75.15900000000001 40.0134, -75.15949999999999 40.0132, -75.1605 40.0127, -75.1611 40.0125, -75.16200000000001 40.012, -75.1632 40.0115, -75.1644 40.0109, -75.1649 40.0107, -75.16630000000001 40.01, -75.1671 40.0097, -75.1675 40.0095, -75.1681 40.0092, -75.1692 40.0086, -75.1694 40.0086))
42101000206	1990	POLYGON ((-75.1866 40.015, -75.1872 40.0155, -75.1878 40.016, -75.1885 40.0167, -75.18940000000001 40.0174, -75.19159999999999 40.0192, -75.1926 40.0202, -75.19199999999999 40.0207, -75.19131400000001 40.021469, -75.19110000000001 40.0215, -75.1896 40.0226, -75.1887 40.0228, -75.188079 40.023117, -75.185 40.0242, -75.184127 40.02462, -75.1818 40.0254, -75.1799 40.0238, -75.17919999999999 40.0231, -75.1784 40.0224, -75.1768 40.0212, -75.1751 40.0195, -75.1734 40.0181, -75.1726 40.0174, -75.17529999999999 40.0162, -75.1759 40.0158, -75.1763 40.0156, -75.1769 40.0152, -75.1785 40.0142, -75.17919999999999 40.0139, -75.1807 40.0125, -75.1823 40.0114, -75.1844 40.013, -75.185 40.0136, -75.1861 40.0145, -75.1866 40.015))
42101000207	1990	POLYGON ((-75.192291 40.006294, -75.19280000000001 40.0062, -75.1932 40.0064, -75.1938 40.0067, -75.1977 40.0079, -75.2034 40.0098, -75.2058 40.0112, -75.2063 40.0114, -75.2067 40.0115, -75.208 40.0124, -75.2077 40.0129, -75.2063 40.0143, -75.2056 40.0142, -75.20529999999999 40.0141, -75.2041 40.0136, -75.2026 40.0132, -75.20140000000001 40.0127, -75.20059999999999 40.0134, -75.2 40.0138, -75.19889999999999 40.0147, -75.19840000000001 40.015, -75.19540000000001 40.0175, -75.19450000000001 40.0184, -75.194 40.0187, -75.1926 40.0202, -75.19159999999999 40.0192, -75.18940000000001 40.0174, -75.1885 40.0167, -75.1878 40.016, -75.1872 40.0155, -75.1866 40.015, -75.1861 40.0145, -75.185 40.0136, -75.1844 40.013, -75.1823 40.0114, -75.18419 40.010612, -75.18502700000001 40.010263, -75.1859 40.0099, -75.18680000000001 40.0097, -75.1872 40.0096, -75.18940000000001 40.0089, -75.19029999999999 40.0084, -75.1917 40.0076, -75.19240000000001 40.0072, -75.1926 40.0069, -75.192519 40.006859, -75.1922 40.0067, -75.191643 40.006382, -75.1915 40.0063, -75.192291 40.006294))
42101000208	1990	POLYGON ((-75.2062 40.015, -75.20529999999999 40.0147, -75.2026 40.0155, -75.2013 40.0169, -75.1999 40.019, -75.1977 40.021, -75.1951 40.0228, -75.193456 40.023661, -75.193 40.0239, -75.1935 40.0245, -75.1901 40.0272, -75.188 40.0281, -75.187286 40.027816, -75.187 40.0276, -75.1857 40.0286, -75.1849 40.028, -75.1844 40.0275, -75.184219 40.027473, -75.1836 40.027, -75.18212800000001 40.025764, -75.1818 40.0254, -75.184127 40.02462, -75.185 40.0242, -75.188079 40.023117, -75.1887 40.0228, -75.1896 40.0226, -75.19110000000001 40.0215, -75.19131400000001 40.021469, -75.19199999999999 40.0207, -75.1926 40.0202, -75.194 40.0187, -75.19450000000001 40.0184, -75.19540000000001 40.0175, -75.19840000000001 40.015, -75.19889999999999 40.0147, -75.2 40.0138, -75.20059999999999 40.0134, -75.20140000000001 40.0127, -75.2026 40.0132, -75.2041 40.0136, -75.20529999999999 40.0141, -75.2056 40.0142, -75.2063 40.0143, -75.2062 40.015))
42101000209	1990	POLYGON ((-75.2081 40.0131, -75.208426 40.012675, -75.2111 40.0144, -75.21380000000001 40.0163, -75.2162 40.0187, -75.215945 40.018923, -75.2154 40.0194, -75.214895 40.01976, -75.21469999999999 40.0199, -75.21510000000001 40.0203, -75.21429999999999 40.0206, -75.2136 40.0209, -75.21299999999999 40.0212, -75.2123 40.0202, -75.2118 40.0205, -75.211196 40.020874, -75.21080000000001 40.021, -75.20959999999999 40.0215, -75.20869999999999 40.0223, -75.208 40.0234, -75.20780000000001 40.023, -75.20780000000001 40.0214, -75.2079 40.021, -75.2079 40.0202, -75.20780000000001 40.0199, -75.2079 40.0192, -75.2062 40.0195, -75.20440000000001 40.0199, -75.2039 40.0193, -75.2038 40.0184, -75.2037 40.0179, -75.2043 40.0169, -75.2058 40.0167, -75.2075 40.0163, -75.2073 40.0156, -75.2075 40.0153, -75.2073 40.0146, -75.2081 40.0131))
42101000210	1990	POLYGON ((-75.20869999999999 40.0223, -75.20959999999999 40.0215, -75.21080000000001 40.021, -75.211196 40.020874, -75.2118 40.0205, -75.2123 40.0202, -75.21299999999999 40.0212, -75.2136 40.0209, -75.21429999999999 40.0206, -75.21510000000001 40.0203, -75.21469999999999 40.0199, -75.214895 40.01976, -75.2154 40.0194, -75.215945 40.018923, -75.2162 40.0187, -75.21980000000001 40.0213, -75.22280000000001 40.0226, -75.2239 40.0233, -75.223803 40.023474, -75.2234 40.0242, -75.223373 40.024282, -75.22329999999999 40.0245, -75.223 40.0248, -75.2229 40.0251, -75.222622 40.025308, -75.2225 40.0254, -75.2213 40.0259, -75.2209 40.0253, -75.22 40.0258, -75.21980000000001 40.0259, -75.2196 40.0261, -75.2191 40.0264, -75.2183 40.0266, -75.2179 40.0268, -75.217 40.0272, -75.2161 40.0276, -75.2153 40.0279, -75.2145 40.0283, -75.2135 40.0286, -75.2115 40.0295, -75.21080000000001 40.0286, -75.2106 40.0281, -75.2103 40.0276, -75.2098 40.0266, -75.2093 40.0258, -75.209 40.025, -75.2084 40.0242, -75.208 40.0234, -75.20869999999999 40.0223))
